NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_natural_gas_fired_combustion_turbine_2,NENGREST_natural_gas_steam_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_natural_gas_fired_combustion_turbine_1,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_CT_naturalgas_ccccsavgcf_mid_0,NENG_CT_naturalgas_ccavgcf_mid_0,NENG_CT_naturalgas_ctavgcf_mid_0,NENG_CT_battery_mid_0,NENG_CT_naturalgas_ccs100_mid_0,NENG_CT_landbasedwind_ltrg1_mid_110_1,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_ME_naturalgas_ccccsavgcf_mid_0,NENG_ME_naturalgas_ccavgcf_mid_0,NENG_ME_naturalgas_ctavgcf_mid_0,NENG_ME_battery_mid_0,NENG_ME_naturalgas_ccs100_mid_0,NENG_ME_landbasedwind_ltrg1_mid_110_1,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,NENGREST_heat_load_shifting_1,NENG_CT_heat_load_shifting_1,NENG_ME_heat_load_shifting_1,Line_1,Line_2,cost,emissions,cost_1,emissions_1,cost_2,emissions_2,cost_3,emissions_3
106.062,662.983,1768.002,7077.285500821271,2684.79975615183,302.7008318691429,62.70215554791475,0.5998896895333283,0.06069870391245402,29.99995320363889,145.79999992361218,186.355,821.3999645007768,27.248,67.7,30.999,3488.7037944660838,35.19780390222024,433.9954967176057,124.89962924339272,2162.899052560775,6.499960805764503,18.711,374.59997937462487,24.95,327.81,274.4995784745095,1114.0999998005575,163.4997226844077,1190.8999856079572,195.266,11.79998704497629,0.0,3.1222581048455265,366.4578041567468,552.2156288550333,0.0,1663.2839512533028,5001.7480616214425,4970.000374701609,0.0,452.10232254115203,360.6401532213806,0.3651055889308309,0.0,0.0009563562407574229,0.039481350394356886,0.0007556438626209411,0.0,1961.1432555141641,361.32829782653977,0.6795627531847914,0.0,0.017085317572452838,799.7051183811927,165.52,47.27,22.56,8.552178e-7,2.0501358e-7,5.305005141480872e9,1.8566356e7,3.30520975925073e9,4.5904355e6,1.181031859954307e9,7.7327365e6,7.591274630070742e8,6.2431835e6
106.062,662.983,1768.002,7076.263171308966,2683.7784304027123,302.5300676202559,62.552356617107186,0.5820126892356332,1241.9999875276462,29.98673951497069,145.79959402721315,186.355,821.3840004886474,27.248,67.7,30.999,3488.1858803816995,35.14103766205941,433.9673550303195,124.838810558685,2162.899999978373,7.655973415995887e-7,18.711,6.603251279102551e-7,24.95,327.81,274.4108501493441,1113.8809213688662,163.30560755046673,1190.842626944041,195.266,4.183379476163651e-7,0.0,74.8089689223611,338.5652426004478,91.28336817986336,0.0,1652.7341992965064,2378.6159995161584,4970.58132960639,0.0,433.2514680902276,343.8290958545554,56.3902534912088,0.0,1.8142882182235116e-6,3.6324588154345514e-7,1.9826676378717747e-6,0.0,2111.837965012931,342.36370625575995,60.83099049914923,0.0,10.055510655405122,3.0879350898987666e-7,165.52,47.27,22.56,2.2050444e-5,0.0005563422,5.305002502489402e9,1.7941276e7,3.3735681039748635e9,3.5457708e6,1.1688807704038095e9,7.746275e6,7.098324316471982e8,6.649229e6
106.062,662.983,1768.002,7077.299917200155,2684.8027395271133,302.7006591984863,62.703922521749206,0.5999302221971444,0.0013099600506549791,29.999990534071753,145.79999996794552,186.355,821.3999954455157,27.248,67.7,30.999,3488.7036487305804,35.1999614748319,433.99988260073155,124.89977240076331,0.0034822092387365444,6.499986094542886,18.711,374.59998497280674,24.95,327.81,274.49978006664037,1114.0996704570473,163.4999132345035,1190.8999794456604,195.266,11.799988009462897,0.0,0.4968071072863399,443.3624238828562,448.5373856267678,0.0,1663.2948596091471,4573.287671219589,4970.003260508803,0.0,2590.2309246054365,426.5979913267492,0.027754506445287958,0.0,0.00013323104918854837,0.003564699103797202,9.620561563937104e-5,0.0,1900.7042810068479,435.12852951831775,0.061032497586784126,0.0,0.00199811763035958,892.3759011248384,165.52,47.27,22.56,1.9318433e-7,1.5144079e-10,5.305002816000229e9,2.5118094e7,3.2960465518024917e9,5.097078e6,1.1964697777332714e9,1.3912218e7,7.607819182018397e8,6.1087975e6
106.062,662.983,1768.002,7077.299996591609,2684.8029939075586,302.7009730404904,62.70399232311184,0.5999882322624165,8.069718804293302e-5,29.999999264368288,145.79999999573965,186.355,821.3999987819207,27.248,67.7,30.999,3488.7039883613315,35.19999610902306,433.999988416136,124.89997664234487,9.99384628386224e-5,6.499999615134042,18.711,374.59999925851764,24.95,327.81,274.4999817668883,1114.0999876249364,163.49999169956112,1190.8999979580742,195.266,11.799998394307819,0.0,568.1849338773949,517.0607407799988,153.0662089996837,0.0,1663.2996984693623,2378.600003121565,4970.000002311139,0.0,2611.9729156748003,517.3665283236428,0.003077768053943502,0.0,477.1774876600167,0.0002782803373761978,2.146689065319539e-5,0.0,2230.8505351425547,515.8938049360306,0.004535912402848265,0.0,0.00030202541277593375,0.00022533946433086886,165.52,47.27,22.56,1.5842876e-7,2.2390303e-9,5.305002502173164e9,2.7376504e7,3.172808881089719e9,6.1170605e6,1.3311022303586662e9,1.4225361e7,7.565187220585178e8,7.0340825e6
106.062,662.983,1768.002,7077.295809815833,2684.7995100586045,302.7005531164833,62.70356689480812,0.5998485342169861,139.1952793923943,29.999972922643728,145.7999995908767,186.355,821.399989493443,27.248,67.7,30.999,3488.7020218927178,35.19987938967965,433.9999958452013,124.89985164322842,2162.8999514658562,0.0050019140785768565,18.711,374.59995989124707,24.95,327.81,274.499925931697,1114.0996090495894,163.4994944308393,1190.899790080813,195.266,11.799961073961517,0.0,113.1152082067781,646.9311481279223,275.354994128928,0.0,0.0479343152054833,2378.6064028538362,6633.170100607807,0.0,407.17714977679793,621.5204960804549,0.24489563324372696,0.0,0.0009341244660419134,0.0033290737051298717,0.0009252591108383483,0.0,2199.8643234675123,625.8943433435838,0.3084487998469438,0.0,0.08535510735514586,0.00716265618392083,165.52,47.27,22.56,4.744298e-8,2.1459912e-6,5.305004084309508e9,1.958492e7,3.302344089787675e9,4.989599e6,1.2027450492276905e9,7.8431555e6,7.480159786037873e8,6.7521665e6
106.062,662.983,1768.002,7077.2990255596915,2684.80214806289,302.70088777089165,62.703891910441016,0.5999716899069736,0.0026529344763215335,29.999993915443245,145.79999997387816,186.355,821.399997282499,27.248,67.7,30.999,3488.703521777068,35.19995642327994,433.99997898786324,124.89995279985816,0.005871531325585266,0.009791624264949943,18.711,374.59492292029205,24.95,327.81,274.4999784447538,1114.0998934485501,163.49987812551,1190.8999935863494,195.266,11.799832871610821,0.0,247.1460161563831,746.4183351855046,0.02331037051750612,0.0,234.56815878998103,2378.6005003319924,6398.726494250589,0.0,2533.199054183783,743.3373509502281,0.016329075858576212,0.0,0.0002286616412099312,0.0003278436068216402,0.00021248103620997197,0.0,2179.831964990914,744.1914667390588,0.017455126474545373,0.0,0.005886491712897702,0.00041262990755083784,165.52,47.27,22.56,6.615457e-6,3.615933e-8,5.305002717974123e9,2.6487956e7,3.298705966695804e9,5.8027735e6,1.2162777824989073e9,1.3947086e7,7.550528695020734e8,6.7380965e6
106.062,662.983,1768.002,7077.297857212956,2684.801358041902,302.70099206880354,62.70396985222135,0.5999770302553036,0.02167942641628784,29.999997025999782,145.79999965493437,186.355,821.3999998422642,27.248,67.7,30.999,3488.7034189663477,35.19988032109345,433.99959287146834,124.89998430303514,2162.8983964034,6.499978800345474,18.711,374.59993187189724,24.95,327.81,274.4999506493459,1114.0998441694592,163.49995847651084,1190.8999870521236,195.266,11.799954018311265,0.0,57.117470392105396,209.42538775277885,1006.8571896699387,0.0,1663.2879139206327,4647.434727823181,4970.000157215179,0.0,513.7853246997835,209.79362631534192,0.27212922304996395,0.0,0.0007281475701082573,0.015911780953078453,0.00040960103913608825,0.0,1857.9917498866948,209.21753348728146,1.9307438262411851,0.0,0.012448804390131766,1034.998806116934,165.52,47.27,22.56,3.8961056e-7,6.341815e-8,5.3050040312051e9,1.8637558e7,3.268408820211535e9,4.5869965e6,1.1874181135684543e9,7.939119e6,7.519814656833072e8,6.1114425e6
106.062,662.983,1768.002,7077.299992760889,2684.8029876253377,302.70096911684806,62.70399271939365,0.5999944639122815,0.00015553134669055169,29.99999886129041,145.79999999101173,186.355,821.3999988189968,27.248,67.7,30.999,3488.7039750002905,35.199996588036434,433.9999837274094,124.89997788859958,0.00021723164289610963,6.499998934837011,18.711,374.5999958568195,24.95,327.81,274.49997954196283,1114.0999751254644,163.4999908213696,1190.8999976541272,195.266,11.79999567727515,0.0,585.5503214032204,952.8847679648452,0.00030439906896492195,0.0,1663.299810649448,2378.6000115074567,4970.00000488787,0.0,2670.6508137018536,945.7625550265706,0.0002873174000681489,0.0,3.21567543541441e-5,2.8679516942233504e-5,1.2970896752603951e-5,0.0,2230.2797803779504,945.3087677028602,0.0002827234521862562,0.0,0.00019359688526991993,2.8258662192733037e-5,165.52,47.27,22.56,4.2023705e-9,2.5205818e-11,5.305002517636899e9,2.7662964e7,3.2195976339756303e9,6.250891e6,1.2763066979095585e9,1.4374726e7,7.95029739794843e8,7.0373485e6
106.062,662.983,1768.002,7077.298201873369,2684.8017594320086,302.7009860097779,62.703953228495074,0.5999736118127111,0.08131620904805459,29.999994859009202,145.7999990381283,186.355,821.3999999109387,27.248,67.7,30.999,3488.7034655245557,35.19986525939878,433.9999923489617,124.89997086921643,2162.899475081342,0.006570012549113671,18.711,374.59986385769406,24.95,327.81,274.499937487078,1114.0998972142288,163.49987387795062,1190.8999998961685,195.266,11.7999031142003,0.0,386.8363829242241,360.98769609578517,722.2141260891462,0.0,262.3191964856639,2378.648849905435,6370.94207200523,0.0,468.3475772792889,359.136275817234,0.20359950893018944,0.0,0.0008166909807922683,0.009652600792609597,0.0007828341225612962,0.0,1785.7191799291031,361.681240630227,0.4466481455778754,0.0,0.04033545204233226,1036.9647307624937,165.52,47.27,22.56,2.7949325e-6,1.0605741e-7,5.3050035585076685e9,1.9314814e7,3.2660360445513754e9,5.3909415e6,1.1966351089398816e9,7.9954435e6,7.458826076764777e8,5.928429e6
106.062,662.983,1768.002,7077.299976036373,2684.8029461428027,302.7009763965125,62.703989289885925,0.5999946370103092,0.00011580237924135872,29.999999357249134,145.79999999237782,186.355,821.3999985867096,27.248,67.7,30.999,3488.7039431542526,35.19999117002984,433.9999943811124,124.89998005100823,0.00016047666839824615,6.499996276250567,18.711,3.3294305423758885e-5,24.95,327.81,274.49997615463434,1114.0999652169176,163.49999315888178,1190.8999956208493,195.266,2.909440806851682e-5,0.0,619.4981026395956,895.7549332409086,0.000321915466525659,0.0,1663.2997328698427,2378.6000013189464,4970.0000620753435,0.0,2725.4800933891415,885.1181888213312,0.0003391157214204007,0.0,1.8439692130489166e-5,1.503125286519254e-5,1.0667041212957724e-5,0.0,2238.3700114200838,882.5916123565894,0.00035583839217527975,0.0,0.00022168686934104343,1.5064787255892575e-5,165.52,47.27,22.56,1.0431899e-9,1.1945907e-10,5.305002533451875e9,2.785422e7,3.2199196439498343e9,6.279313e6,1.2782886692707329e9,1.451989e7,7.911898093561192e8,7.0550155e6
106.062,662.983,1768.002,7077.289562285267,2684.795043023093,302.70099245151295,62.70391357163099,0.599807067051516,112.24611728931855,29.999982202281547,145.79999515463618,186.355,821.3999994073944,27.248,67.7,30.999,3488.7010792525757,35.19968989123018,433.99997895835514,124.89995954706144,2162.8967973873,6.499510998842075,18.711,374.5995528379781,24.95,327.81,274.4998821111045,1114.0995710625186,163.49975677973708,1190.8998248894518,195.266,11.7996743004565,0.0,11.076272565597659,217.56114018286644,947.3118435272262,0.0,1663.2516428023011,4452.228943468903,4970.002292358228,0.0,514.0535055324533,215.83911120265924,1.0245982079552263,0.0,0.0017138969054939254,0.04410393171777602,0.0016958587381867211,0.0,1837.6968456176585,215.6752796352185,5.127117718721904,0.0,0.0464646833964617,1073.6980488953182,165.52,47.27,22.56,4.59382e-7,3.3651741e-9,5.305019092581166e9,1.8437224e7,3.270798260388027e9,4.4416925e6,1.188046485770443e9,7.9421515e6,7.51331101732719e8,6.05338e6
106.062,662.983,1768.002,7077.299989617066,2684.8029724052717,302.700959587014,62.70398066010816,0.5999911739843204,0.0001634625141910817,29.999999364532883,145.79999999242452,186.355,821.3999988566034,27.248,67.7,30.999,3488.703957721309,35.1999836463876,433.9999952895817,124.89996318103137,0.0002960819793784708,6.499995928950886,18.711,3.616435256814654e-5,24.95,327.81,274.4999595121608,1114.0999642346223,163.49998971500125,1190.8999973865705,195.266,3.3636493276464896e-5,0.0,619.4836756847986,892.2828076832477,0.00039036338313967934,0.0,1663.299763034689,2378.6000013414105,4970.000003386077,0.0,2725.4796161836234,896.6925183984133,0.00036950282594141,0.0,2.4328441360938026e-5,1.632415979293471e-5,1.7527282834975638e-5,0.0,2238.36988546134,874.5033084960996,0.0003584292288342906,0.0,0.00025336256179999035,1.631637201072504e-5,165.52,47.27,22.56,3.2686856e-10,6.739919e-10,5.305002514561104e9,2.7854224e7,3.2196087769474483e9,6.279308e6,1.2793187572658577e9,1.4519897e7,7.904705505355206e8,7.05502e6
